"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","WKGPOP","TOT","PC_POP","A","2014",64.4477145049248,
"DNK","WKGPOP","TOT","PC_POP","A","2015",64.3651463418586,
"DNK","WKGPOP","TOT","PC_POP","A","2016",64.261949083022,
"DNK","WKGPOP","TOT","PC_POP","A","2017",64.1323423879137,
"DNK","WKGPOP","TOT","PC_POP","A","2018",63.9670380971741,
"DNK","WKGPOP","TOT","PC_POP","A","2019",63.8557211063932,
"DNK","WKGPOP","TOT","PC_POP","A","2020",63.6513561361343,
"DNK","WKGPOP","TOT","PC_POP","A","2021",63.5183410313752,
"FIN","WKGPOP","TOT","PC_POP","A","2012",65.1068430967533,
"FIN","WKGPOP","TOT","PC_POP","A","2013",64.5047274532426,
"FIN","WKGPOP","TOT","PC_POP","A","2014",63.9333978698553,
"FIN","WKGPOP","TOT","PC_POP","A","2015",63.4355550332072,
"FIN","WKGPOP","TOT","PC_POP","A","2016",63.0295141463692,
"FIN","WKGPOP","TOT","PC_POP","A","2017",62.6567365181677,
"FIN","WKGPOP","TOT","PC_POP","A","2018",62.3171320953128,
"FIN","WKGPOP","TOT","PC_POP","A","2019",62.0637115476388,
"FIN","WKGPOP","TOT","PC_POP","A","2020",61.8494288408902,
"FIN","WKGPOP","TOT","PC_POP","A","2021",61.6710641723004,
"FRA","WKGPOP","TOT","PC_POP","A","2012",64.0609334147037,
"FRA","WKGPOP","TOT","PC_POP","A","2013",63.6427936301106,
"FRA","WKGPOP","TOT","PC_POP","A","2014",63.2100079377855,
"FRA","WKGPOP","TOT","PC_POP","A","2015",62.861157738062,
"FRA","WKGPOP","TOT","PC_POP","A","2016",62.5623946942746,
"FRA","WKGPOP","TOT","PC_POP","A","2017",62.2957618397916,
"FRA","WKGPOP","TOT","PC_POP","A","2018",62.0798851743486,
"FRA","WKGPOP","TOT","PC_POP","A","2019",61.8797984739307,
"FRA","WKGPOP","TOT","PC_POP","A","2020",61.7051412759652,
"FRA","WKGPOP","TOT","PC_POP","A","2021",61.573532812668,
"DEU","WKGPOP","TOT","PC_POP","A","2012",65.9471971105401,
"DEU","WKGPOP","TOT","PC_POP","A","2013",65.9663400131972,
"DEU","WKGPOP","TOT","PC_POP","A","2014",65.8749301315056,
"DEU","WKGPOP","TOT","PC_POP","A","2015",65.74913723924,
"DEU","WKGPOP","TOT","PC_POP","A","2016",65.5491857433664,
"DEU","WKGPOP","TOT","PC_POP","A","2017",65.2541575426159,
"DEU","WKGPOP","TOT","PC_POP","A","2018",64.9868703979992,
"DEU","WKGPOP","TOT","PC_POP","A","2019",64.7044205599228,
"DEU","WKGPOP","TOT","PC_POP","A","2020",64.3874714448047,
"DEU","WKGPOP","TOT","PC_POP","A","2021",64.0481101214813,
"GRC","WKGPOP","TOT","PC_POP","A","2012",65.4599316795548,
"GRC","WKGPOP","TOT","PC_POP","A","2013",65.0621889651168,
"GRC","WKGPOP","TOT","PC_POP","A","2014",64.7203030732854,
"GRC","WKGPOP","TOT","PC_POP","A","2015",64.4363264994178,
"GRC","WKGPOP","TOT","PC_POP","A","2016",64.16088358111,
"GRC","WKGPOP","TOT","PC_POP","A","2017",63.9169332715556,
"GRC","WKGPOP","TOT","PC_POP","A","2018",63.7227930591211,
"GRC","WKGPOP","TOT","PC_POP","A","2019",63.5591625267311,
"GRC","WKGPOP","TOT","PC_POP","A","2020",63.3956022457898,
"GRC","WKGPOP","TOT","PC_POP","A","2021",63.2320824640268,
"HUN","WKGPOP","TOT","PC_POP","A","2012",68.5054399213577,
"HUN","WKGPOP","TOT","PC_POP","A","2013",68.2092629769709,
"HUN","WKGPOP","TOT","PC_POP","A","2014",67.8251260380363,
"HUN","WKGPOP","TOT","PC_POP","A","2015",67.4264466462292,
"HUN","WKGPOP","TOT","PC_POP","A","2016",67.0261419727235,
"HUN","WKGPOP","TOT","PC_POP","A","2017",66.6684171149296,
"HUN","WKGPOP","TOT","PC_POP","A","2018",66.3161396485891,
"HUN","WKGPOP","TOT","PC_POP","A","2019",65.8419148959252,
"HUN","WKGPOP","TOT","PC_POP","A","2020",65.3468412239275,
"HUN","WKGPOP","TOT","PC_POP","A","2021",64.9812097848149,
"ISL","WKGPOP","TOT","PC_POP","A","2012",66.5200188324504,
"ISL","WKGPOP","TOT","PC_POP","A","2013",66.3337070635002,
"ISL","WKGPOP","TOT","PC_POP","A","2014",66.187812901866,
"ISL","WKGPOP","TOT","PC_POP","A","2015",66.1206463977172,
"ISL","WKGPOP","TOT","PC_POP","A","2016",66.1836123242953,
"ISL","WKGPOP","TOT","PC_POP","A","2017",66.4177822300007,
"ISL","WKGPOP","TOT","PC_POP","A","2018",66.6955846247186,
"ISL","WKGPOP","TOT","PC_POP","A","2019",66.8228135279206,
"ISL","WKGPOP","TOT","PC_POP","A","2020",66.7035054112023,
"ISL","WKGPOP","TOT","PC_POP","A","2021",66.5094504231953,
"IRL","WKGPOP","TOT","PC_POP","A","2012",66.5175347873401,
"IRL","WKGPOP","TOT","PC_POP","A","2013",66.1276897649647,
"IRL","WKGPOP","TOT","PC_POP","A","2014",65.8374664186815,
"IRL","WKGPOP","TOT","PC_POP","A","2015",65.6133053826891,
"IRL","WKGPOP","TOT","PC_POP","A","2016",65.4964124586964,
"IRL","WKGPOP","TOT","PC_POP","A","2017",65.4271370414962,
"IRL","WKGPOP","TOT","PC_POP","A","2018",65.3677412978959,
"IRL","WKGPOP","TOT","PC_POP","A","2019",65.3518361083703,
"IRL","WKGPOP","TOT","PC_POP","A","2020",65.3674185721464,
"IRL","WKGPOP","TOT","PC_POP","A","2021",65.3228999133985,
"ITA","WKGPOP","TOT","PC_POP","A","2012",65.0031317678553,
"ITA","WKGPOP","TOT","PC_POP","A","2013",64.7240773651298,
"ITA","WKGPOP","TOT","PC_POP","A","2014",64.4556343735223,
"ITA","WKGPOP","TOT","PC_POP","A","2015",64.2608379311972,
"ITA","WKGPOP","TOT","PC_POP","A","2016",64.1341893117916,
"ITA","WKGPOP","TOT","PC_POP","A","2017",64.0469739686779,
"ITA","WKGPOP","TOT","PC_POP","A","2018",63.9821931600828,
"ITA","WKGPOP","TOT","PC_POP","A","2019",63.8771046135536,
"ITA","WKGPOP","TOT","PC_POP","A","2020",63.6898058836776,
"ITA","WKGPOP","TOT","PC_POP","A","2021",63.5414163903413,
"JPN","WKGPOP","TOT","PC_POP","A","2012",62.8752264325054,
"JPN","WKGPOP","TOT","PC_POP","A","2013",62.0673705522588,
"JPN","WKGPOP","TOT","PC_POP","A","2014",61.2599669200387,
"JPN","WKGPOP","TOT","PC_POP","A","2015",60.806257567927,
"JPN","WKGPOP","TOT","PC_POP","A","2016",60.3168061278926,
"JPN","WKGPOP","TOT","PC_POP","A","2017",59.9515090854663,
"JPN","WKGPOP","TOT","PC_POP","A","2018",59.6716881052818,
"JPN","WKGPOP","TOT","PC_POP","A","2019",59.501891890101,
"JPN","WKGPOP","TOT","PC_POP","A","2020",59.5245240203583,
"JPN","WKGPOP","TOT","PC_POP","A","2021",59.3644649830692,
"KOR","WKGPOP","TOT","PC_POP","A","2012",73.4183285357429,
"KOR","WKGPOP","TOT","PC_POP","A","2013",73.3983928618064,
"KOR","WKGPOP","TOT","PC_POP","A","2014",73.4153552847686,
"KOR","WKGPOP","TOT","PC_POP","A","2015",73.3978925823446,
"KOR","WKGPOP","TOT","PC_POP","A","2016",73.4044703166983,
"KOR","WKGPOP","TOT","PC_POP","A","2017",73.1506427009696,
"KOR","WKGPOP","TOT","PC_POP","A","2018",72.9356919594818,
"KOR","WKGPOP","TOT","PC_POP","A","2019",72.6898046708245,
"KOR","WKGPOP","TOT","PC_POP","A","2020",72.1088233272479,
"KOR","WKGPOP","TOT","PC_POP","A","2021",71.5624383755408,
"LUX","WKGPOP","TOT","PC_POP","A","2012",68.9680046407208,
"LUX","WKGPOP","TOT","PC_POP","A","2013",69.0612818804545,
"LUX","WKGPOP","TOT","PC_POP","A","2014",69.1261535585506,
"LUX","WKGPOP","TOT","PC_POP","A","2015",69.2386829469545,
"LUX","WKGPOP","TOT","PC_POP","A","2016",69.4153316685491,
"LUX","WKGPOP","TOT","PC_POP","A","2017",69.5318251257259,
"LUX","WKGPOP","TOT","PC_POP","A","2018",69.547824656633,
"LUX","WKGPOP","TOT","PC_POP","A","2019",69.5322441988184,
"LUX","WKGPOP","TOT","PC_POP","A","2020",69.4652553167527,
"LUX","WKGPOP","TOT","PC_POP","A","2021",69.3777497250275,
"MEX","WKGPOP","TOT","PC_POP","A","2012",64.9166922291547,
"MEX","WKGPOP","TOT","PC_POP","A","2013",65.1799578551759,
"MEX","WKGPOP","TOT","PC_POP","A","2014",65.4239687062172,
"MEX","WKGPOP","TOT","PC_POP","A","2015",65.6526850919423,
"MEX","WKGPOP","TOT","PC_POP","A","2016",65.867767035965,
"MEX","WKGPOP","TOT","PC_POP","A","2017",66.0645633847209,
"MEX","WKGPOP","TOT","PC_POP","A","2018",66.2465175223658,
"MEX","WKGPOP","TOT","PC_POP","A","2019",66.4148621576609,
"MEX","WKGPOP","TOT","PC_POP","A","2020",66.5662839774225,
"MEX","WKGPOP","TOT","PC_POP","A","2021",66.6972135031113,
"NLD","WKGPOP","TOT","PC_POP","A","2012",66.2329901892353,
"NLD","WKGPOP","TOT","PC_POP","A","2013",65.8680538405647,
"NLD","WKGPOP","TOT","PC_POP","A","2014",65.5978639322318,
"NLD","WKGPOP","TOT","PC_POP","A","2015",65.4076449571058,
"NLD","WKGPOP","TOT","PC_POP","A","2016",65.2780858884927,
"NLD","WKGPOP","TOT","PC_POP","A","2017",65.1422790863154,
"NLD","WKGPOP","TOT","PC_POP","A","2018",65.0190852608071,
"NLD","WKGPOP","TOT","PC_POP","A","2019",64.910443868264,
"NLD","WKGPOP","TOT","PC_POP","A","2020",64.7739013272941,
"NLD","WKGPOP","TOT","PC_POP","A","2021",64.6194983450449,
"NZL","WKGPOP","TOT","PC_POP","A","2012",65.6793176198362,
"NZL","WKGPOP","TOT","PC_POP","A","2013",65.449674703406,
"NZL","WKGPOP","TOT","PC_POP","A","2014",65.4537805823093,
"NZL","WKGPOP","TOT","PC_POP","A","2015",65.5829392111772,
"NZL","WKGPOP","TOT","PC_POP","A","2016",65.7075581765342,
"NZL","WKGPOP","TOT","PC_POP","A","2017",65.7082017616753,
"NZL","WKGPOP","TOT","PC_POP","A","2018",65.6905276904869,
"NZL","WKGPOP","TOT","PC_POP","A","2019",65.539243251928,
"NZL","WKGPOP","TOT","PC_POP","A","2020",65.4559742249813,
"NZL","WKGPOP","TOT","PC_POP","A","2021",65.0760835549992,
"NOR","WKGPOP","TOT","PC_POP","A","2012",66.030330528154,
"NOR","WKGPOP","TOT","PC_POP","A","2013",65.9321900778537,
"NOR","WKGPOP","TOT","PC_POP","A","2014",65.8380158005165,
"NOR","WKGPOP","TOT","PC_POP","A","2015",65.743488600354,
"NOR","WKGPOP","TOT","PC_POP","A","2016",65.6085041075966,
"NOR","WKGPOP","TOT","PC_POP","A","2017",65.4357760568812,
"NOR","WKGPOP","TOT","PC_POP","A","2018",65.2746767832925,
"NOR","WKGPOP","TOT","PC_POP","A","2019",65.1662626757865,
"NOR","WKGPOP","TOT","PC_POP","A","2020",65.0590987368277,
"NOR","WKGPOP","TOT","PC_POP","A","2021",64.9355252647772,
"POL","WKGPOP","TOT","PC_POP","A","2012",70.903551685509,
"POL","WKGPOP","TOT","PC_POP","A","2013",70.5100820219085,
"POL","WKGPOP","TOT","PC_POP","A","2014",70.0206062489884,
"POL","WKGPOP","TOT","PC_POP","A","2015",69.506071267045,
"POL","WKGPOP","TOT","PC_POP","A","2016",68.9105124497847,
"POL","WKGPOP","TOT","PC_POP","A","2017",68.2442451587938,
"POL","WKGPOP","TOT","PC_POP","A","2018",67.553187986017,
"POL","WKGPOP","TOT","PC_POP","A","2019",66.894569847985,
"POL","WKGPOP","TOT","PC_POP","A","2020",66.2552364249908,
"POL","WKGPOP","TOT","PC_POP","A","2021",65.8536829509727,
"PRT","WKGPOP","TOT","PC_POP","A","2012",65.9369490378055,
"PRT","WKGPOP","TOT","PC_POP","A","2013",65.6961766881397,
"PRT","WKGPOP","TOT","PC_POP","A","2014",65.4501369884218,
"PRT","WKGPOP","TOT","PC_POP","A","2015",65.2586831762964,
"PRT","WKGPOP","TOT","PC_POP","A","2016",65.0344006748761,
"PRT","WKGPOP","TOT","PC_POP","A","2017",64.7766278652078,
"PRT","WKGPOP","TOT","PC_POP","A","2018",64.5610309085474,
"PRT","WKGPOP","TOT","PC_POP","A","2019",64.3738450008521,
"PRT","WKGPOP","TOT","PC_POP","A","2020",64.2146868716817,
"PRT","WKGPOP","TOT","PC_POP","A","2021",64.0769902453671,
"SVK","WKGPOP","TOT","PC_POP","A","2012",71.6690962813488,
"SVK","WKGPOP","TOT","PC_POP","A","2013",71.3224101152835,
"SVK","WKGPOP","TOT","PC_POP","A","2014",70.9325977748328,
"SVK","WKGPOP","TOT","PC_POP","A","2015",70.4723744909128,
"SVK","WKGPOP","TOT","PC_POP","A","2016",69.8859513727035,
"SVK","WKGPOP","TOT","PC_POP","A","2017",69.210328701766,
"SVK","WKGPOP","TOT","PC_POP","A","2018",68.5417533196965,
"SVK","WKGPOP","TOT","PC_POP","A","2019",67.902808633504,
"SVK","WKGPOP","TOT","PC_POP","A","2020",67.3078758495186,
"SVK","WKGPOP","TOT","PC_POP","A","2021",66.7920711371996,
"ESP","WKGPOP","TOT","PC_POP","A","2012",67.3657133733377,
"ESP","WKGPOP","TOT","PC_POP","A","2013",66.9133841658905,
"ESP","WKGPOP","TOT","PC_POP","A","2014",66.5048007729955,
"ESP","WKGPOP","TOT","PC_POP","A","2015",66.2592442872786,
"ESP","WKGPOP","TOT","PC_POP","A","2016",66.0756453289841,
"ESP","WKGPOP","TOT","PC_POP","A","2017",65.9188905803337,
"ESP","WKGPOP","TOT","PC_POP","A","2018",65.8485682945003,
"ESP","WKGPOP","TOT","PC_POP","A","2019",65.8794186427795,
"ESP","WKGPOP","TOT","PC_POP","A","2020",65.9557052125843,
"ESP","WKGPOP","TOT","PC_POP","A","2021",65.9538179801176,
"SWE","WKGPOP","TOT","PC_POP","A","2012",64.2356502456725,
"SWE","WKGPOP","TOT","PC_POP","A","2013",63.7595160355211,
"SWE","WKGPOP","TOT","PC_POP","A","2014",63.3191678514208,
"SWE","WKGPOP","TOT","PC_POP","A","2015",62.9597589921527,
"SWE","WKGPOP","TOT","PC_POP","A","2016",62.702006210568,
"SWE","WKGPOP","TOT","PC_POP","A","2017",62.5228543915877,
"SWE","WKGPOP","TOT","PC_POP","A","2018",62.3778662170775,
"SWE","WKGPOP","TOT","PC_POP","A","2019",62.2739930622846,
"SWE","WKGPOP","TOT","PC_POP","A","2020",62.2054168641855,
"SWE","WKGPOP","TOT","PC_POP","A","2021",62.1548564816646,
"CHE","WKGPOP","TOT","PC_POP","A","2012",67.7434183237648,
"CHE","WKGPOP","TOT","PC_POP","A","2013",67.5854883695172,
"CHE","WKGPOP","TOT","PC_POP","A","2014",67.4209386997557,
"CHE","WKGPOP","TOT","PC_POP","A","2015",67.2655189958271,
"CHE","WKGPOP","TOT","PC_POP","A","2016",67.0986013456528,
"CHE","WKGPOP","TOT","PC_POP","A","2017",66.8861338261021,
"CHE","WKGPOP","TOT","PC_POP","A","2018",66.6417322238152,
"CHE","WKGPOP","TOT","PC_POP","A","2019",66.4048054407553,
"CHE","WKGPOP","TOT","PC_POP","A","2020",66.2158651658858,
"CHE","WKGPOP","TOT","PC_POP","A","2021",66.0485957457175,
"TUR","WKGPOP","TOT","PC_POP","A","2012",67.4652889792938,
"TUR","WKGPOP","TOT","PC_POP","A","2013",67.6413465453175,
"TUR","WKGPOP","TOT","PC_POP","A","2014",67.7405506529809,
"TUR","WKGPOP","TOT","PC_POP","A","2015",67.7589906877259,
"TUR","WKGPOP","TOT","PC_POP","A","2016",67.8607100073235,
"TUR","WKGPOP","TOT","PC_POP","A","2017",67.933986237894,
"TUR","WKGPOP","TOT","PC_POP","A","2018",67.8778984333464,
"TUR","WKGPOP","TOT","PC_POP","A","2019",67.8287907664386,
"TUR","WKGPOP","TOT","PC_POP","A","2020",67.7489529012809,
"TUR","WKGPOP","TOT","PC_POP","A","2021",67.7690946471668,
"GBR","WKGPOP","TOT","PC_POP","A","2012",65.380024151939,
"GBR","WKGPOP","TOT","PC_POP","A","2013",64.9967614401064,
"GBR","WKGPOP","TOT","PC_POP","A","2014",64.681900724668,
"GBR","WKGPOP","TOT","PC_POP","A","2015",64.4571587844663,
"GBR","WKGPOP","TOT","PC_POP","A","2016",64.216887525714,
"GBR","WKGPOP","TOT","PC_POP","A","2017",63.9660622618374,
"GBR","WKGPOP","TOT","PC_POP","A","2018",63.7588565158262,
"GBR","WKGPOP","TOT","PC_POP","A","2019",63.5672076361375,
"GBR","WKGPOP","TOT","PC_POP","A","2020",63.5017224042122,
"GBR","WKGPOP","TOT","PC_POP","A","2021",63.4614609396384,
"USA","WKGPOP","TOT","PC_POP","A","2012",66.7833421672422,
"USA","WKGPOP","TOT","PC_POP","A","2013",66.550618006653,
"USA","WKGPOP","TOT","PC_POP","A","2014",66.3176992125186,
"USA","WKGPOP","TOT","PC_POP","A","2015",66.1138776284869,
"USA","WKGPOP","TOT","PC_POP","A","2016",65.8807149513891,
"USA","WKGPOP","TOT","PC_POP","A","2017",65.6232512725187,
"USA","WKGPOP","TOT","PC_POP","A","2018",65.3547436173457,
"USA","WKGPOP","TOT","PC_POP","A","2019",65.0808953150857,
"USA","WKGPOP","TOT","PC_POP","A","2020",65.0862778486272,
"USA","WKGPOP","TOT","PC_POP","A","2021",64.9241286544885,
"BRA","WKGPOP","TOT","PC_POP","A","2012",68.6423222166415,
"BRA","WKGPOP","TOT","PC_POP","A","2013",68.9338065260913,
"BRA","WKGPOP","TOT","PC_POP","A","2014",69.1615361303656,
"BRA","WKGPOP","TOT","PC_POP","A","2015",69.3062035329303,
"BRA","WKGPOP","TOT","PC_POP","A","2016",69.4185787951327,
"BRA","WKGPOP","TOT","PC_POP","A","2017",69.4556605933904,
"BRA","WKGPOP","TOT","PC_POP","A","2018",69.4307908730621,
"BRA","WKGPOP","TOT","PC_POP","A","2019",69.3770233592299,
"BRA","WKGPOP","TOT","PC_POP","A","2020",69.3045091793802,
"BRA","WKGPOP","TOT","PC_POP","A","2021",69.201844110041,
"CHL","WKGPOP","TOT","PC_POP","A","2012",68.7859442814515,
"CHL","WKGPOP","TOT","PC_POP","A","2013",68.8461870841662,
"CHL","WKGPOP","TOT","PC_POP","A","2014",68.875858975376,
"CHL","WKGPOP","TOT","PC_POP","A","2015",68.8276270610291,
"CHL","WKGPOP","TOT","PC_POP","A","2016",68.7431989183552,
"CHL","WKGPOP","TOT","PC_POP","A","2017",68.725566246337,
"CHL","WKGPOP","TOT","PC_POP","A","2018",68.741888941122,
"CHL","WKGPOP","TOT","PC_POP","A","2019",68.7322632454671,
"CHL","WKGPOP","TOT","PC_POP","A","2020",68.668121743358,
"CHL","WKGPOP","TOT","PC_POP","A","2021",68.4711375636276,
"COL","WKGPOP","TOT","PC_POP","A","2012",65.2599770515637,
"COL","WKGPOP","TOT","PC_POP","A","2013",65.4879962557741,
"COL","WKGPOP","TOT","PC_POP","A","2014",65.6756386410774,
"COL","WKGPOP","TOT","PC_POP","A","2015",65.8292230600722,
"COL","WKGPOP","TOT","PC_POP","A","2016",65.9352374064438,
"COL","WKGPOP","TOT","PC_POP","A","2017",66.0153151016028,
"COL","WKGPOP","TOT","PC_POP","A","2018",66.0690160018493,
"COL","WKGPOP","TOT","PC_POP","A","2019",66.1000437562847,
"COL","WKGPOP","TOT","PC_POP","A","2020",66.1049580561437,
"COL","WKGPOP","TOT","PC_POP","A","2021",66.1332168925002,
"EST","WKGPOP","TOT","PC_POP","A","2012",66.5421230577548,
"EST","WKGPOP","TOT","PC_POP","A","2013",66.0590274484692,
"EST","WKGPOP","TOT","PC_POP","A","2014",65.5486879490622,
"EST","WKGPOP","TOT","PC_POP","A","2015",65.0954505069192,
"EST","WKGPOP","TOT","PC_POP","A","2016",64.6656381337447,
"EST","WKGPOP","TOT","PC_POP","A","2017",64.2589404456104,
"EST","WKGPOP","TOT","PC_POP","A","2018",63.9600386390989,
"EST","WKGPOP","TOT","PC_POP","A","2019",63.6668663870581,
"EST","WKGPOP","TOT","PC_POP","A","2020",63.3685827305283,
"EST","WKGPOP","TOT","PC_POP","A","2021",63.2190825677044,
"ISR","WKGPOP","TOT","PC_POP","A","2012",61.5535504912759,
"ISR","WKGPOP","TOT","PC_POP","A","2013",61.2555611693891,
"ISR","WKGPOP","TOT","PC_POP","A","2014",61.0174729553336,
"ISR","WKGPOP","TOT","PC_POP","A","2015",60.7701605305586,
"ISR","WKGPOP","TOT","PC_POP","A","2016",60.5165171251282,
"ISR","WKGPOP","TOT","PC_POP","A","2017",60.2777396494633,
"ISR","WKGPOP","TOT","PC_POP","A","2018",60.0976903135105,
"ISR","WKGPOP","TOT","PC_POP","A","2019",59.9750652361723,
"ISR","WKGPOP","TOT","PC_POP","A","2020",59.8841490060947,
"ISR","WKGPOP","TOT","PC_POP","A","2021",59.836949656506,
"RUS","WKGPOP","TOT","PC_POP","A","2012",71.4205271317933,
"RUS","WKGPOP","TOT","PC_POP","A","2013",70.8694116269385,
"RUS","WKGPOP","TOT","PC_POP","A","2014",70.201779858229,
"RUS","WKGPOP","TOT","PC_POP","A","2015",69.424060641666,
"RUS","WKGPOP","TOT","PC_POP","A","2016",68.723485088503,
"RUS","WKGPOP","TOT","PC_POP","A","2017",68.6449242549856,
"RUS","WKGPOP","TOT","PC_POP","A","2018",68.6504558464841,
"RUS","WKGPOP","TOT","PC_POP","A","2019",68.6812862941168,
"RUS","WKGPOP","TOT","PC_POP","A","2020",66.6534516641402,
"SVN","WKGPOP","TOT","PC_POP","A","2012",68.6706752349652,
"SVN","WKGPOP","TOT","PC_POP","A","2013",68.183063200969,
"SVN","WKGPOP","TOT","PC_POP","A","2014",67.6478192181597,
"SVN","WKGPOP","TOT","PC_POP","A","2015",67.0537260606366,
"SVN","WKGPOP","TOT","PC_POP","A","2016",66.4306638614387,
"SVN","WKGPOP","TOT","PC_POP","A","2017",65.8635024085732,
"SVN","WKGPOP","TOT","PC_POP","A","2018",65.2586169416198,
"SVN","WKGPOP","TOT","PC_POP","A","2019",64.8982678491942,
"SVN","WKGPOP","TOT","PC_POP","A","2020",64.4539422872723,
"SVN","WKGPOP","TOT","PC_POP","A","2021",64.0043910627729,
"EU27","WKGPOP","TOT","PC_POP","A","2012",66.449754725863,
"EU27","WKGPOP","TOT","PC_POP","A","2013",66.1572403060587,
"EU27","WKGPOP","TOT","PC_POP","A","2014",65.8319074663005,
"EU27","WKGPOP","TOT","PC_POP","A","2015",65.5443586883719,
"EU27","WKGPOP","TOT","PC_POP","A","2016",65.2656095367816,
"EU27","WKGPOP","TOT","PC_POP","A","2017",64.9754859738639,
"EU27","WKGPOP","TOT","PC_POP","A","2018",64.7165697922687,
"EU27","WKGPOP","TOT","PC_POP","A","2019",64.4788517685931,
"EU27","WKGPOP","TOT","PC_POP","A","2020",64.2376171889986,
"EU27","WKGPOP","TOT","PC_POP","A","2021",64.0217953111888,
"OECD","WKGPOP","TOT","PC_POP","A","2012",66.3265834495875,
"OECD","WKGPOP","TOT","PC_POP","A","2013",66.1064070674605,
"OECD","WKGPOP","TOT","PC_POP","A","2014",65.8802434772174,
"OECD","WKGPOP","TOT","PC_POP","A","2015",65.7055134970275,
"OECD","WKGPOP","TOT","PC_POP","A","2016",65.5243884877711,
"OECD","WKGPOP","TOT","PC_POP","A","2017",65.3351908459456,
"OECD","WKGPOP","TOT","PC_POP","A","2018",65.1582157549224,
"OECD","WKGPOP","TOT","PC_POP","A","2019",64.993793955804,
"OECD","WKGPOP","TOT","PC_POP","A","2020",64.8968679605193,
